5
11, 3, 6, 15, 9, 12, 7, 1, 2, 5, 8, 14, 13, 10, 4, 16, 17, 0, 18, 20, 21, 22, 23, 19, 24
11, 3, 6, 15, 9, 12, 7, 1, 2, 5, 8, 14, 0, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 3, 6, 15, 9, 12, 7, 1, 2, 5, 8, 0, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 3, 6, 15, 9, 12, 7, 1, 2, 5, 0, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 3, 6, 15, 9, 0, 7, 1, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 3, 6, 15, 9, 7, 0, 1, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 3, 6, 15, 9, 7, 1, 0, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 3, 0, 15, 9, 7, 1, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 0, 3, 15, 9, 7, 1, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 1, 3, 15, 9, 7, 0, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
11, 1, 3, 15, 9, 0, 7, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
0, 1, 3, 15, 9, 11, 7, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 0, 3, 15, 9, 11, 7, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 15, 9, 11, 0, 6, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 15, 9, 11, 6, 0, 2, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 15, 9, 11, 6, 2, 0, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 0, 9, 11, 6, 2, 15, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 9, 0, 11, 6, 2, 15, 5, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 9, 5, 11, 6, 2, 15, 0, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 9, 5, 11, 6, 2, 0, 15, 12, 8, 14, 10, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
1, 7, 3, 9, 5, 11, 6, 2, 10, 15, 12, 8, 14, 0, 4, 16, 17, 13, 18, 20, 21, 22, 23, 19, 24
